Sub,Type,Year,Median_Price
Horsham,2 bedroom house,2016,203
Mildura,2 bedroom house,2016,233
Moe-Newborough,2 bedroom house,2016,180
Morwell,2 bedroom house,2016,180
Ocean Grove-Barwon Heads,2 bedroom house,2016,315
Portland,2 bedroom house,2016,228
Sale-Maffra,2 bedroom house,2016,235
Seymour,2 bedroom house,2016,235
Shepparton,2 bedroom house,2016,240
Swan Hill,2 bedroom house,2016,225
Torquay,2 bedroom house,2016,355
Traralgon,2 bedroom house,2016,250
Wanagaratta,2 bedroom house,2016,235
Warragul,2 bedroom house,2016,250
Warrnambool,2 bedroom house,2016,270
Wodonga,2 bedroom house,2016,250
Group Total,2 bedroom house,2016,240
Albert Park-Middle Park-West St Kilda,3 bedroom house,2016,850
Armadale,3 bedroom house,2016,850
Carlton North,3 bedroom house,2016,650
Carlton-Parkville,3 bedroom house,2016,720
CBD-St Kilda Rd,3 bedroom house,2016,-
Collingwood-Abbotsford,3 bedroom house,2016,675
Docklands,3 bedroom house,2016,-
East Melbourne,3 bedroom house,2016,1050
East St Kilda,3 bedroom house,2016,700
Elwood,3 bedroom house,2016,820
Fitzroy,3 bedroom house,2016,710
Fitzroy North-Clifton Hill,3 bedroom house,2016,720
Flemington-Kensington,3 bedroom house,2016,560
North Melbourne-West Melbourne,3 bedroom house,2016,650
Port Melbourne,3 bedroom house,2016,810
Prahran-Windsor,3 bedroom house,2016,730
Richmond-Burnley,3 bedroom house,2016,700
South Melbourne,3 bedroom house,2016,795
South Yarra,3 bedroom house,2016,950
Southbank,3 bedroom house,2016,-
St Kilda,3 bedroom house,2016,680
Toorak,3 bedroom house,2016,850
Group Total,3 bedroom house,2016,720
Balwyn,3 bedroom house,2016,540
Blackburn,3 bedroom house,2016,420
Box Hill,3 bedroom house,2016,450
Bulleen-Templestowe-Doncaster,3 bedroom house,2016,440
Burwood-Ashburton,3 bedroom house,2016,460
Camberwell-Glen Iris,3 bedroom house,2016,620
Canterbury-Surrey Hills-Mont Albert,3 bedroom house,2016,600
Chadstone-Oakleigh,3 bedroom house,2016,430
Clayton,3 bedroom house,2016,400
Doncaster East-Donvale,3 bedroom house,2016,445
East Hawthorn,3 bedroom house,2016,698
Glen Waverley-Mulgrave,3 bedroom house,2016,430
Hawthorn,3 bedroom house,2016,713
Kew,3 bedroom house,2016,650
Mount Waverley,3 bedroom house,2016,440
Nunawading-Mitcham,3 bedroom house,2016,400
Vermont-Forest Hill-Burwood East,3 bedroom house,2016,400
Group Total,3 bedroom house,2016,450
Aspendale-Chelsea-Carrum,3 bedroom house,2016,430
Bentleigh,3 bedroom house,2016,500
Brighton,3 bedroom house,2016,850
Brighton East,3 bedroom house,2016,650
Carnegie,3 bedroom house,2016,550
Caulfield,3 bedroom house,2016,630
Cheltenham,3 bedroom house,2016,490
Elsternwick,3 bedroom house,2016,640
Hampton-Beaumaris,3 bedroom house,2016,673
Malvern,3 bedroom house,2016,795
Malvern East,3 bedroom house,2016,588
Mentone-Parkdale-Mordialloc,3 bedroom house,2016,510
Murrumbeena-Hughesdale,3 bedroom house,2016,478
Group Total,3 bedroom house,2016,530
Altona,3 bedroom house,2016,360
Footscray,3 bedroom house,2016,450
Keilor East-Avondale Heights,3 bedroom house,2016,395
Melton,3 bedroom house,2016,285
Newport-Spotswood,3 bedroom house,2016,490
St Albans-Deer Park,3 bedroom house,2016,320
Sunshine,3 bedroom house,2016,320
Sydenham,3 bedroom house,2016,360
Werribee-Hoppers Crossing,3 bedroom house,2016,320
West Footscray,3 bedroom house,2016,380
Williamstown,3 bedroom house,2016,580
Yarraville-Seddon,3 bedroom house,2016,500
Group Total,3 bedroom house,2016,340
Broadmeadows-Roxburgh Park,3 bedroom house,2016,330
Brunswick,3 bedroom house,2016,600
Coburg-Pascoe Vale South,3 bedroom house,2016,480
Craigieburn,3 bedroom house,2016,340
East Brunswick,3 bedroom house,2016,620
Essendon,3 bedroom house,2016,430
Gladstone Park-Tullamarine,3 bedroom house,2016,350
Keilor,3 bedroom house,2016,400
Moonee Ponds-Ascot Vale,3 bedroom house,2016,535
Oak Park-Glenroy-Fawkner,3 bedroom house,2016,360
Pascoe Vale-Coburg North,3 bedroom house,2016,400
Sunbury,3 bedroom house,2016,325
West Brunswick,3 bedroom house,2016,535
Group Total,3 bedroom house,2016,360
Bundoora-Greensborough-Hurstbridge,3 bedroom house,2016,370
Eltham-Research-Montmorency,3 bedroom house,2016,420
Fairfield-Alphington,3 bedroom house,2016,593
Heidelberg-Heidelberg West,3 bedroom house,2016,380
Ivanhoe-Ivanhoe East,3 bedroom house,2016,550
Mill Park-Epping,3 bedroom house,2016,350
Northcote,3 bedroom house,2016,610
Preston,3 bedroom house,2016,440
Reservoir,3 bedroom house,2016,360
Thomastown-Lalor,3 bedroom house,2016,335
Thornbury,3 bedroom house,2016,548
Whittlesea,3 bedroom house,2016,340
Group Total,3 bedroom house,2016,365
Bayswater,3 bedroom house,2016,370
Boronia,3 bedroom house,2016,370
Croydon-Lilydale,3 bedroom house,2016,390
Ferntree Gully,3 bedroom house,2016,375
Ringwood,3 bedroom house,2016,395
Rowville,3 bedroom house,2016,400
Wantirna-Scoresby,3 bedroom house,2016,390
Yarra Ranges,3 bedroom house,2016,360
Group Total,3 bedroom house,2016,380
Berwick,3 bedroom house,2016,360
Cranbourne,3 bedroom house,2016,350
Dandenong,3 bedroom house,2016,360
Dandenong North-Endeavour Hills,3 bedroom house,2016,335
Narre Warren-Hampton Park,3 bedroom house,2016,350
Noble Park,3 bedroom house,2016,350
Pakenham,3 bedroom house,2016,325
Springvale,3 bedroom house,2016,367
Group Total,3 bedroom house,2016,350
Dromana-Portsea,3 bedroom house,2016,340
Frankston,3 bedroom house,2016,350
Hastings-Flinders,3 bedroom house,2016,350
Mt Eliza-Mornington-Mt Martha,3 bedroom house,2016,430
Seaford-Carrum Downs,3 bedroom house,2016,340
Group Total,3 bedroom house,2016,350
Belmont-Grovedale,3 bedroom house,2016,350
Corio,3 bedroom house,2016,250
Geelong-Newcombe,3 bedroom house,2016,320
Herne Hill-Geelong West,3 bedroom house,2016,350
Lara,3 bedroom house,2016,340
Newtown,3 bedroom house,2016,370
North Geelong,3 bedroom house,2016,320
Group Total,3 bedroom house,2016,325
Ballarat,3 bedroom house,2016,280
Mount Clear-Buninyong,3 bedroom house,2016,310
Sebastopol-Delacombe,3 bedroom house,2016,270
Wendouree-Alfredton,3 bedroom house,2016,290
Group Total,3 bedroom house,2016,280
Bendigo,3 bedroom house,2016,293
Flora Hill-Bendigo East,3 bedroom house,2016,290
Golden Square-Kangaroo Flat,3 bedroom house,2016,280
North Bendigo,3 bedroom house,2016,280
Group Total,3 bedroom house,2016,285
Bairnsdale,3 bedroom house,2016,290
Benalla,3 bedroom house,2016,260
Castlemaine,3 bedroom house,2016,320
Echuca,3 bedroom house,2016,320
Hamilton,3 bedroom house,2016,240
Horsham,3 bedroom house,2016,260
Mildura,3 bedroom house,2016,290
Moe-Newborough,3 bedroom house,2016,240
Morwell,3 bedroom house,2016,210
Ocean Grove-Barwon Heads,3 bedroom house,2016,360
Portland,3 bedroom house,2016,230
Sale-Maffra,3 bedroom house,2016,280
Seymour,3 bedroom house,2016,250
Shepparton,3 bedroom house,2016,280
Swan Hill,3 bedroom house,2016,260
Torquay,3 bedroom house,2016,440
Traralgon,3 bedroom house,2016,290
Wanagaratta,3 bedroom house,2016,280
Warragul,3 bedroom house,2016,290
Warrnambool,3 bedroom house,2016,310
Wodonga,3 bedroom house,2016,300
Group Total,3 bedroom house,2016,280
Albert Park-Middle Park-West St Kilda,4 bedroom house,2016,1223
Armadale,4 bedroom house,2016,1375
Carlton North,4 bedroom house,2016,895
Carlton-Parkville,4 bedroom house,2016,870
CBD-St Kilda Rd,4 bedroom house,2016,-
Collingwood-Abbotsford,4 bedroom house,2016,780
Docklands,4 bedroom house,2016,-
East Melbourne,4 bedroom house,2016,1200
East St Kilda,4 bedroom house,2016,825
Elwood,4 bedroom house,2016,1100
Fitzroy,4 bedroom house,2016,970
Fitzroy North-Clifton Hill,4 bedroom house,2016,950
Flemington-Kensington,4 bedroom house,2016,695
North Melbourne-West Melbourne,4 bedroom house,2016,800
Port Melbourne,4 bedroom house,2016,1000
Prahran-Windsor,4 bedroom house,2016,975
Richmond-Burnley,4 bedroom house,2016,700
South Melbourne,4 bedroom house,2016,-
South Yarra,4 bedroom house,2016,1100
Southbank,4 bedroom house,2016,-
St Kilda,4 bedroom house,2016,850
Toorak,4 bedroom house,2016,1360
Group Total,4 bedroom house,2016,950
Balwyn,4 bedroom house,2016,710
Blackburn,4 bedroom house,2016,550
Box Hill,4 bedroom house,2016,573
Bulleen-Templestowe-Doncaster,4 bedroom house,2016,530
Burwood-Ashburton,4 bedroom house,2016,600
Camberwell-Glen Iris,4 bedroom house,2016,850
Canterbury-Surrey Hills-Mont Albert,4 bedroom house,2016,820
Chadstone-Oakleigh,4 bedroom house,2016,550
Clayton,4 bedroom house,2016,520
Doncaster East-Donvale,4 bedroom house,2016,550
East Hawthorn,4 bedroom house,2016,1000
Glen Waverley-Mulgrave,4 bedroom house,2016,500
Hawthorn,4 bedroom house,2016,1000
Kew,4 bedroom house,2016,1000
Mount Waverley,4 bedroom house,2016,540
Nunawading-Mitcham,4 bedroom house,2016,445
Vermont-Forest Hill-Burwood East,4 bedroom house,2016,495
Group Total,4 bedroom house,2016,560
Aspendale-Chelsea-Carrum,4 bedroom house,2016,540
Bentleigh,4 bedroom house,2016,695
Brighton,4 bedroom house,2016,1200
Brighton East,4 bedroom house,2016,970
Carnegie,4 bedroom house,2016,770
Caulfield,4 bedroom house,2016,795
Cheltenham,4 bedroom house,2016,620
Elsternwick,4 bedroom house,2016,980
Hampton-Beaumaris,4 bedroom house,2016,978
Malvern,4 bedroom house,2016,1150
Malvern East,4 bedroom house,2016,778
Mentone-Parkdale-Mordialloc,4 bedroom house,2016,625
Murrumbeena-Hughesdale,4 bedroom house,2016,695
Group Total,4 bedroom house,2016,750
Altona,4 bedroom house,2016,400
Footscray,4 bedroom house,2016,500
Keilor East-Avondale Heights,4 bedroom house,2016,500
Melton,4 bedroom house,2016,330
Newport-Spotswood,4 bedroom house,2016,650
St Albans-Deer Park,4 bedroom house,2016,370
Sunshine,4 bedroom house,2016,375
Sydenham,4 bedroom house,2016,420
Werribee-Hoppers Crossing,4 bedroom house,2016,350
West Footscray,4 bedroom house,2016,450
Williamstown,4 bedroom house,2016,735
Yarraville-Seddon,4 bedroom house,2016,625
Group Total,4 bedroom house,2016,380
Broadmeadows-Roxburgh Park,4 bedroom house,2016,400
Brunswick,4 bedroom house,2016,750
Coburg-Pascoe Vale South,4 bedroom house,2016,565
Craigieburn,4 bedroom house,2016,380
East Brunswick,4 bedroom house,2016,650
Essendon,4 bedroom house,2016,520
Gladstone Park-Tullamarine,4 bedroom house,2016,390
Keilor,4 bedroom house,2016,420
Moonee Ponds-Ascot Vale,4 bedroom house,2016,650
Oak Park-Glenroy-Fawkner,4 bedroom house,2016,420
Pascoe Vale-Coburg North,4 bedroom house,2016,458
Sunbury,4 bedroom house,2016,375
West Brunswick,4 bedroom house,2016,628
Group Total,4 bedroom house,2016,400
Bundoora-Greensborough-Hurstbridge,4 bedroom house,2016,400
Eltham-Research-Montmorency,4 bedroom house,2016,520
Fairfield-Alphington,4 bedroom house,2016,800
Heidelberg-Heidelberg West,4 bedroom house,2016,520
Ivanhoe-Ivanhoe East,4 bedroom house,2016,668
Mill Park-Epping,4 bedroom house,2016,395
Northcote,4 bedroom house,2016,750
Preston,4 bedroom house,2016,530
Reservoir,4 bedroom house,2016,420
Thomastown-Lalor,4 bedroom house,2016,390
Thornbury,4 bedroom house,2016,670
Whittlesea,4 bedroom house,2016,367
Group Total,4 bedroom house,2016,400
Bayswater,4 bedroom house,2016,423
Boronia,4 bedroom house,2016,420
Croydon-Lilydale,4 bedroom house,2016,460
Ferntree Gully,4 bedroom house,2016,450
Ringwood,4 bedroom house,2016,488
Rowville,4 bedroom house,2016,480
Wantirna-Scoresby,4 bedroom house,2016,460
Yarra Ranges,4 bedroom house,2016,440
Group Total,4 bedroom house,2016,460
Berwick,4 bedroom house,2016,420
Cranbourne,4 bedroom house,2016,400
Dandenong,4 bedroom house,2016,480
Dandenong North-Endeavour Hills,4 bedroom house,2016,395
Narre Warren-Hampton Park,4 bedroom house,2016,400
Noble Park,4 bedroom house,2016,400
Pakenham,4 bedroom house,2016,370
Springvale,4 bedroom house,2016,413
Group Total,4 bedroom house,2016,400
Dromana-Portsea,4 bedroom house,2016,448
Frankston,4 bedroom house,2016,425
Hastings-Flinders,4 bedroom house,2016,425
Mt Eliza-Mornington-Mt Martha,4 bedroom house,2016,550
Seaford-Carrum Downs,4 bedroom house,2016,435
Group Total,4 bedroom house,2016,450
Belmont-Grovedale,4 bedroom house,2016,400
Corio,4 bedroom house,2016,300
Geelong-Newcombe,4 bedroom house,2016,385
Herne Hill-Geelong West,4 bedroom house,2016,420
Lara,4 bedroom house,2016,410
Newtown,4 bedroom house,2016,490
North Geelong,4 bedroom house,2016,390
Group Total,4 bedroom house,2016,400
Ballarat,4 bedroom house,2016,350
Mount Clear-Buninyong,4 bedroom house,2016,360
Sebastopol-Delacombe,4 bedroom house,2016,340
Wendouree-Alfredton,4 bedroom house,2016,360
Group Total,4 bedroom house,2016,350
Bendigo,4 bedroom house,2016,335
Flora Hill-Bendigo East,4 bedroom house,2016,350
Golden Square-Kangaroo Flat,4 bedroom house,2016,340
North Bendigo,4 bedroom house,2016,320
Group Total,4 bedroom house,2016,330
Bairnsdale,4 bedroom house,2016,360
Benalla,4 bedroom house,2016,330
Castlemaine,4 bedroom house,2016,380
Echuca,4 bedroom house,2016,380
Hamilton,4 bedroom house,2016,300
Horsham,4 bedroom house,2016,340
Mildura,4 bedroom house,2016,340
Moe-Newborough,4 bedroom house,2016,285
Morwell,4 bedroom house,2016,265
Ocean Grove-Barwon Heads,4 bedroom house,2016,430
Portland,4 bedroom house,2016,310
Sale-Maffra,4 bedroom house,2016,368
Seymour,4 bedroom house,2016,340
Shepparton,4 bedroom house,2016,360
Swan Hill,4 bedroom house,2016,340
Torquay,4 bedroom house,2016,490
Traralgon,4 bedroom house,2016,360
Wanagaratta,4 bedroom house,2016,320
Warragul,4 bedroom house,2016,370
Warrnambool,4 bedroom house,2016,398
Wodonga,4 bedroom house,2016,380
Group Total,4 bedroom house,2016,365
Albert Park-Middle Park-West St Kilda,All properties,2016,500
Armadale,All properties,2016,400
Carlton North,All properties,2016,530
Carlton-Parkville,All properties,2016,370
CBD-St Kilda Rd,All properties,2016,450
Collingwood-Abbotsford,All properties,2016,450
Docklands,All properties,2016,530
East Melbourne,All properties,2016,479
East St Kilda,All properties,2016,385
Elwood,All properties,2016,400
Fitzroy,All properties,2016,510
Fitzroy North-Clifton Hill,All properties,2016,500
Flemington-Kensington,All properties,2016,400
North Melbourne-West Melbourne,All properties,2016,400
Port Melbourne,All properties,2016,550
Prahran-Windsor,All properties,2016,400
Richmond-Burnley,All properties,2016,490
South Melbourne,All properties,2016,500
South Yarra,All properties,2016,440
Southbank,All properties,2016,530
St Kilda,All properties,2016,395
Toorak,All properties,2016,465
Group Total,All properties,2016,445
Balwyn,All properties,2016,500
Blackburn,All properties,2016,405
Box Hill,All properties,2016,395
Bulleen-Templestowe-Doncaster,All properties,2016,450
Burwood-Ashburton,All properties,2016,430
Camberwell-Glen Iris,All properties,2016,440
Canterbury-Surrey Hills-Mont Albert,All properties,2016,450
Chadstone-Oakleigh,All properties,2016,410
Clayton,All properties,2016,370
Doncaster East-Donvale,All properties,2016,450
East Hawthorn,All properties,2016,400
Glen Waverley-Mulgrave,All properties,2016,450
Hawthorn,All properties,2016,370
Kew,All properties,2016,475
Mount Waverley,All properties,2016,460
Nunawading-Mitcham,All properties,2016,385
Vermont-Forest Hill-Burwood East,All properties,2016,420
Group Total,All properties,2016,420
Aspendale-Chelsea-Carrum,All properties,2016,390
Bentleigh,All properties,2016,440
Brighton,All properties,2016,600
Brighton East,All properties,2016,620
Carnegie,All properties,2016,380
Caulfield,All properties,2016,410
Cheltenham,All properties,2016,420
Elsternwick,All properties,2016,395
Hampton-Beaumaris,All properties,2016,525
Malvern,All properties,2016,455
Malvern East,All properties,2016,395
Mentone-Parkdale-Mordialloc,All properties,2016,380
Murrumbeena-Hughesdale,All properties,2016,395
Group Total,All properties,2016,420
Altona,All properties,2016,370
Footscray,All properties,2016,345
Keilor East-Avondale Heights,All properties,2016,385
Melton,All properties,2016,295
Newport-Spotswood,All properties,2016,450
St Albans-Deer Park,All properties,2016,320
Sunshine,All properties,2016,320
Sydenham,All properties,2016,365
Werribee-Hoppers Crossing,All properties,2016,320
West Footscray,All properties,2016,350
Williamstown,All properties,2016,480
Yarraville-Seddon,All properties,2016,420
Group Total,All properties,2016,345
Broadmeadows-Roxburgh Park,All properties,2016,330
Brunswick,All properties,2016,420
Coburg-Pascoe Vale South,All properties,2016,400
Craigieburn,All properties,2016,340
East Brunswick,All properties,2016,424
Essendon,All properties,2016,370
Gladstone Park-Tullamarine,All properties,2016,340
Keilor,All properties,2016,400
Moonee Ponds-Ascot Vale,All properties,2016,400
Oak Park-Glenroy-Fawkner,All properties,2016,350
Pascoe Vale-Coburg North,All properties,2016,365
Sunbury,All properties,2016,330
West Brunswick,All properties,2016,340
Group Total,All properties,2016,360
Bundoora-Greensborough-Hurstbridge,All properties,2016,360
Eltham-Research-Montmorency,All properties,2016,400
Fairfield-Alphington,All properties,2016,365
Heidelberg-Heidelberg West,All properties,2016,370
Ivanhoe-Ivanhoe East,All properties,2016,420
Mill Park-Epping,All properties,2016,345
Northcote,All properties,2016,450
Preston,All properties,2016,380
Reservoir,All properties,2016,340
Thomastown-Lalor,All properties,2016,330
Thornbury,All properties,2016,365
Whittlesea,All properties,2016,340
Group Total,All properties,2016,355
Bayswater,All properties,2016,350
Boronia,All properties,2016,350
Croydon-Lilydale,All properties,2016,370
Ferntree Gully,All properties,2016,370
Ringwood,All properties,2016,365
Rowville,All properties,2016,420
Wantirna-Scoresby,All properties,2016,400
Yarra Ranges,All properties,2016,350
Group Total,All properties,2016,370
Berwick,All properties,2016,380
Cranbourne,All properties,2016,360
Dandenong,All properties,2016,320
Dandenong North-Endeavour Hills,All properties,2016,330
Narre Warren-Hampton Park,All properties,2016,350
Noble Park,All properties,2016,320
Pakenham,All properties,2016,330
Springvale,All properties,2016,350
Group Total,All properties,2016,346
Dromana-Portsea,All properties,2016,340
Frankston,All properties,2016,330
Hastings-Flinders,All properties,2016,340
Mt Eliza-Mornington-Mt Martha,All properties,2016,425
Seaford-Carrum Downs,All properties,2016,340
Group Total,All properties,2016,345
Belmont-Grovedale,All properties,2016,335
Corio,All properties,2016,250
Geelong-Newcombe,All properties,2016,310
Herne Hill-Geelong West,All properties,2016,300
Lara,All properties,2016,335
Newtown,All properties,2016,325
North Geelong,All properties,2016,310
Group Total,All properties,2016,310
Ballarat,All properties,2016,265
Mount Clear-Buninyong,All properties,2016,320
Sebastopol-Delacombe,All properties,2016,255
Wendouree-Alfredton,All properties,2016,290
Group Total,All properties,2016,270
Bendigo,All properties,2016,270
Flora Hill-Bendigo East,All properties,2016,270
Golden Square-Kangaroo Flat,All properties,2016,275
North Bendigo,All properties,2016,280
Group Total,All properties,2016,275
Bairnsdale,All properties,2016,280
Benalla,All properties,2016,230
Castlemaine,All properties,2016,310
Echuca,All properties,2016,280
Hamilton,All properties,2016,230
Horsham,All properties,2016,250
Mildura,All properties,2016,270
Moe-Newborough,All properties,2016,200
Morwell,All properties,2016,200
Ocean Grove-Barwon Heads,All properties,2016,360
Portland,All properties,2016,230
Sale-Maffra,All properties,2016,280
Seymour,All properties,2016,250
Shepparton,All properties,2016,260
Swan Hill,All properties,2016,240
Torquay,All properties,2016,450
Traralgon,All properties,2016,270
Wanagaratta,All properties,2016,260
Warragul,All properties,2016,290
Warrnambool,All properties,2016,290
Wodonga,All properties,2016,290
